galaxy,fit_status,n_points,Q,Inc_deg,Rdisk_kpc,Vflat_kms,Rmax_kpc,radial_break_kpc,n_inner,n_outer,quality_primary,upsilon_disk,upsilon_bulge,nfw_full_success,nfw_full_params,nfw_full_weighted_mse,nfw_full_relative_rmse,nfw_full_mean_abs_fractional_error,nfw_outer_success,nfw_outer_params,nfw_outer_fit_weighted_mse,nfw_outer_full_weighted_mse,nfw_outer_relative_rmse,nfw_outer_mean_abs_fractional_error,iso_full_success,iso_full_params,iso_full_weighted_mse,iso_full_relative_rmse,iso_full_mean_abs_fractional_error,log_full_success,log_full_params,log_full_weighted_mse,log_full_relative_rmse,log_full_mean_abs_fractional_error,iso_beats_nfw_full,log_beats_nfw_full,inner_gap_mean_norm_after_outer_nfw,inner_gap_negative_fraction_after_outer_nfw,central_overshoot_after_outer_nfw,inner_gap_density_mean,inner_gap_density_negative_fraction,nfw_full_outer_slope_mean,nfw_outer_outer_slope_mean,target_outer_slope_mean,nfw_full_shallow_outer,skip_reason
UGC08699,ok,41,2.0,73.0,3.09,182.4,25.7,6.798,19.0,22.0,True,0.5,0.7,True,"{""nfw_amp"": 1323330.1614229435, ""nfw_r_s_kpc"": 12.009897549010855}",0.5676465411095746,1.038873081963581,0.32656785994531407,True,"{""nfw_outer_amp"": 1247143.3541640516, ""nfw_outer_r_s_kpc"": 11.386032519718686}",0.10806872001346936,0.5788287514844911,1.04401482252382,0.3322707745027443,True,"{""iso_v0_kms"": 144.87747791658052, ""iso_r_c_kpc"": 2.8337234627116508}",0.6629857143748047,0.9835198049045524,0.2934608253780413,True,"{""log_amp"": 31730.116816394282, ""log_r0_kpc"": 6.03677534072747}",0.558843089238613,1.051141071111909,0.3352689201711587,False,True,-0.31863008555764216,0.631578947368421,False,10919366.019260764,0.47368421052631576,-0.6761904529360295,-0.6957118269947221,-0.5701288925375947,True,
UGC08837,ok,8,2.0,80.0,1.72,0.0,4.2,3.0979999999999994,5.0,4.0,True,0.5,0.7,True,"{""nfw_amp"": 36030602041.32899, ""nfw_r_s_kpc"": 9999.999998978763}",3.277354136097439,0.5330016036630879,2.0759343454971906,True,"{""nfw_outer_amp"": 64888800090.1108, ""nfw_outer_r_s_kpc"": 9999.999999999618}",0.5371759017750097,7.978136454830524,0.6603919957422506,3.7907411461765372,True,"{""iso_v0_kms"": 9999.999999999955, ""iso_r_c_kpc"": 1047.4049410114828}",0.24165988127782953,0.15785935285105418,0.4671499281386395,True,"{""log_amp"": 1801452.5544859548, ""log_r0_kpc"": 9999.99999999999}",3.276987188624672,0.5329682939366098,2.0758729036478325,True,True,-1.2873810925767066,1.0,True,-873994.9875677961,0.4,-0.0004558926454736323,-0.0004558926369009342,0.4191013021566965,True,
UGC09037,ok,22,2.0,65.0,4.28,152.3,27.96,11.3905,8.0,14.0,True,0.5,0.7,True,"{""nfw_amp"": 102773208127.1903, ""nfw_r_s_kpc"": 9999.99999999999}",7.129766818448133,0.9364093414022395,0.98025767563935,True,"{""nfw_outer_amp"": 13132025.578203222, ""nfw_outer_r_s_kpc"": 89.8351036395026}",0.3220329633101652,9.14477712959853,1.0638740519767984,1.3806943817803652,True,"{""iso_v0_kms"": 176.80606465250824, ""iso_r_c_kpc"": 24.470420732437795}",4.573261821064193,0.7796689106136094,0.581098991642006,True,"{""log_amp"": 5136178.079365371, ""log_r0_kpc"": 9999.999999998836}",7.127823014335838,0.9363151499121902,0.979975487043582,True,True,-0.9705508056494945,1.0,True,502518.56389721896,0.5,-0.0026710304416691804,-0.24554320261490353,0.2647794522547855,True,
UGC09133,ok,68,1.0,53.0,6.97,226.8,108.31,15.334000000000001,37.0,31.0,True,0.5,0.7,True,"{""nfw_amp"": 10257207.830178311, ""nfw_r_s_kpc"": 41.090796228624505}",0.6035389920745875,0.9781915051412464,0.5301375055508637,True,"{""nfw_outer_amp"": 3569006.1087816455, ""nfw_outer_r_s_kpc"": 18.57545273980306}",0.009830861978896549,1.1533657086878253,0.9669379965976952,0.7402269591403676,True,"{""iso_v0_kms"": 222.01429113261037, ""iso_r_c_kpc"": 9.450705879956828}",0.2664837906962603,0.9957099700262093,0.2768808074942026,True,"{""log_amp"": 79244.19737681549, ""log_r0_kpc"": 25.60633209682839}",0.644495649960951,0.9778981290650981,0.5539423943450215,True,False,0.12720200468489448,0.7567567567567568,False,-39565888.8680143,0.4594594594594595,-0.8002608841075933,-1.0833395291147048,-0.9449719683412509,False,
UGC09992,skipped,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,too few points or zero residual scale
UGC10310,ok,7,1.0,34.0,1.8,71.4,7.74,3.9600000000000004,3.0,4.0,False,0.5,0.7,True,"{""nfw_amp"": 172149.26985749544, ""nfw_r_s_kpc"": 8.079550094046365}",0.3939455409864673,0.19517628547609903,0.1407427935495056,True,"{""nfw_outer_amp"": 49176.48607669862, ""nfw_outer_r_s_kpc"": 2.8926020908783294}",0.020965084574933776,2.0730526213149956,0.5528007648278961,0.2632008532039544,True,"{""iso_v0_kms"": 64.43234294293222, ""iso_r_c_kpc"": 1.9981483666626487}",0.08358905436654351,0.07501034217021967,0.06103375436729771,True,"{""log_amp"": 6879.679052302343, ""log_r0_kpc"": 5.126153973661401}",0.4354892011410166,0.1993147630383089,0.1482585529092772,True,False,-0.4970429841719091,1.0,True,448503.4398099861,0.0,-0.5941739035213427,-0.9801199553795898,-0.8273387478526066,True,
UGC11455,ok,36,1.0,90.0,5.93,269.4,41.93,13.046000000000001,21.0,15.0,True,0.5,0.7,True,"{""nfw_amp"": 253620449338.92752, ""nfw_r_s_kpc"": 9999.99999638031}",4.91822859520254,0.6480989451971971,0.7456211068817785,True,"{""nfw_outer_amp"": 11849967.908382926, ""nfw_outer_r_s_kpc"": 47.74010993579377}",0.6306132133603958,7.679580679636661,0.7993262814813707,1.1517719356640364,True,"{""iso_v0_kms"": 220.69395879303246, ""iso_r_c_kpc"": 13.24260805609673}",2.5991036359175674,0.49606589048269695,0.46926359833906045,True,"{""log_amp"": 12668559.78925667, ""log_r0_kpc"": 9999.999999999849}",4.918025089624531,0.648085118167336,0.7453157679389062,True,True,-0.47666982278444586,0.7142857142857143,True,1672723.2218320533,0.3333333333333333,-0.003647632456754716,-0.49397145604329157,-0.4994918633529366,True,
UGC11557,ok,12,2.0,30.0,2.75,0.0,10.56,5.742,8.0,4.0,True,0.5,0.7,True,"{""nfw_amp"": 12582177765.645752, ""nfw_r_s_kpc"": 9999.999999639107}",2.9926218781817746,1.035814853271365,0.9909559917207531,True,"{""nfw_outer_amp"": 47311488447.80853, ""nfw_outer_r_s_kpc"": 9999.999999846816}",0.2874549394911272,3.793633527150375,1.2453089942656197,1.6040680709731152,True,"{""iso_v0_kms"": 9999.999999996118, ""iso_r_c_kpc"": 2018.5465667962387}",2.221884407199013,0.9482865732666791,0.8813147277829575,True,"{""log_amp"": 629281.1947198297, ""log_r0_kpc"": 9999.999999999227}",2.992518327109788,1.0358227898390533,0.9909995113263818,True,True,-1.0449920442298832,0.875,True,1264490.776944676,0.5,-0.0010775585772222485,-0.0010775585781783725,0.2891362633739467,True,
UGC11820,ok,10,1.0,45.0,2.08,0.0,15.82,4.5760000000000005,5.0,5.0,True,0.5,0.7,True,"{""nfw_amp"": 656754.5672663553, ""nfw_r_s_kpc"": 20.898324725477554}",0.5867578688363564,0.41936282290410226,0.16361292619360607,True,"{""nfw_outer_amp"": 864261.4679511457, ""nfw_outer_r_s_kpc"": 24.962739678800567}",0.10678042482189706,0.629324731281547,0.4468434745525808,0.17165461090344886,True,"{""iso_v0_kms"": 76.56586404453425, ""iso_r_c_kpc"": 5.383161866069037}",2.7517997436843302,0.8186838362626578,0.466879671342578,True,"{""log_amp"": 9820.273904891059, ""log_r0_kpc"": 12.299374909471801}",0.5328554164803079,0.402505308916968,0.15601693739926129,False,True,0.3326460918261493,0.2,False,20599763.38077984,0.4,-0.4532516774255978,-0.4005283523533336,-0.4099481142642979,True,
UGC11914,ok,65,1.0,31.0,2.44,288.1,9.83,5.22,45.0,20.0,True,0.5,0.7,True,"{""nfw_amp"": 426841.79654265067, ""nfw_r_s_kpc"": 2.861645639184046}",0.7537318638809998,0.5508301769160996,0.40548844195295203,True,"{""nfw_outer_amp"": 999999999999.9955, ""nfw_outer_r_s_kpc"": 9841.510041979765}",0.10397915397234878,3.410997447155666,0.6659934555526005,0.40276804682919515,True,"{""iso_v0_kms"": 177.5569154497375, ""iso_r_c_kpc"": 0.7852407401503323}",0.6351037229114209,0.3978650453298917,0.2970407021960657,True,"{""log_amp"": 37651.92168450506, ""log_r0_kpc"": 0.9994904658289586}",0.560337307842199,0.6548446190979437,0.45731551088053424,True,True,0.4446931990958999,0.044444444444444446,False,209203055.2452577,0.5333333333333333,-1.006018002474359,-0.0008649923128835723,-0.35744920565078414,False,
UGC12506,ok,31,2.0,86.0,7.38,234.0,49.99,18.03,11.0,20.0,True,0.5,0.7,True,"{""nfw_amp"": 2126300.050569588, ""nfw_r_s_kpc"": 10.291776366411131}",0.12680838183668797,0.2109918982998805,0.056428214917922916,True,"{""nfw_outer_amp"": 1920444.7117519148, ""nfw_outer_r_s_kpc"": 8.997198030844602}",0.0820097111382896,0.19673055714995327,0.1413250102762871,0.06450421220153753,True,"{""iso_v0_kms"": 207.23836590637362, ""iso_r_c_kpc"": 2.7236240526658957}",0.27162939589848817,0.4184156622197306,0.08318643095273451,True,"{""log_amp"": 46300.59007231456, ""log_r0_kpc"": 2.253677257942745}",0.2328105598943759,0.10514448638252248,0.0630556452823908,False,False,-0.003607687732789083,0.7272727272727273,False,-11806517.550798353,0.9090909090909091,-1.1346500630783243,-1.1781148459184887,-1.2437254903911512,False,
UGC12632,ok,15,1.0,46.0,2.42,71.7,10.66,5.324,7.0,8.0,True,0.5,0.7,True,"{""nfw_amp"": 193491.9180570374, ""nfw_r_s_kpc"": 9.143385244596917}",0.2882053953086841,0.2083345680101112,0.11349830053795912,True,"{""nfw_outer_amp"": 108510.17549273484, ""nfw_outer_r_s_kpc"": 5.775753428739558}",0.013156261435840576,0.7874209913281451,0.3944217071594934,0.17013897359703528,True,"{""iso_v0_kms"": 65.76779086569421, ""iso_r_c_kpc"": 2.587029592500744}",0.04355791750381927,0.10819161854731854,0.047424600082245326,True,"{""log_amp"": 6532.045005974886, ""log_r0_kpc"": 5.364593857476145}",0.35653478475927164,0.22159566766199673,0.12451351894356828,True,False,-0.3264395644576321,1.0,True,1834130.7429475617,0.0,-0.6570416871757376,-0.8313667976367665,-0.8483564096899947,True,
UGC12732,ok,16,1.0,39.0,1.98,0.0,15.4,6.0,6.0,10.0,True,0.5,0.7,True,"{""nfw_amp"": 493163.88154078997, ""nfw_r_s_kpc"": 14.134988030519823}",0.13523542598453264,0.06451593229946617,0.04614089789177438,True,"{""nfw_outer_amp"": 616509.9367321489, ""nfw_outer_r_s_kpc"": 16.616292970190248}",0.1221590102804099,0.18695384552474165,0.08001533136023048,0.05567281483225939,True,"{""iso_v0_kms"": 80.58152296916127, ""iso_r_c_kpc"": 3.1483104262055086}",0.6079606814113114,0.16280140955710132,0.09112049098467877,True,"{""log_amp"": 10777.42083023596, ""log_r0_kpc"": 8.236768649774948}",0.13158567930270518,0.07372481404445905,0.04594975959607395,False,True,0.07365018455569655,0.16666666666666666,False,-157331.66452189322,0.3333333333333333,-0.6042902512785648,-0.5473917229506924,-0.48960210570215923,True,
UGCA281,ok,7,3.0,67.0,1.72,0.0,1.08,0.7719999999999999,5.0,4.0,False,0.5,0.7,True,"{""nfw_amp"": 1143803.7275321041, ""nfw_r_s_kpc"": 29.012075151202932}",0.3446128430559097,0.1847152090084147,0.160689842245313,True,"{""nfw_outer_amp"": 5368.179100453055, ""nfw_outer_r_s_kpc"": 1.476229636947063}",0.0033271120592279187,1.7574418790971404,0.5112485348630537,0.3978547323034574,True,"{""iso_v0_kms"": 28.26594375807595, ""iso_r_c_kpc"": 0.5362625609316239}",0.07132036236622248,0.11925576311482564,0.08980272183920322,True,"{""log_amp"": 15084.19943039814, ""log_r0_kpc"": 22.21847401725728}",0.344734696457521,0.1844716507245203,0.16061830920963288,True,False,-0.4250203206503784,0.8,True,29090331.524383925,0.0,-0.036997952104234066,-0.4910219540818641,-0.4317768078200346,True,
UGCA442,ok,8,1.0,64.0,1.18,56.4,6.33,2.596,3.0,5.0,True,0.5,0.7,True,"{""nfw_amp"": 1753939.455422048, ""nfw_r_s_kpc"": 38.638895691442585}",1.1206610498944518,0.17443621861457634,0.15913626767667205,True,"{""nfw_outer_amp"": 145677.30894054373, ""nfw_outer_r_s_kpc"": 8.65133488917185}",0.21587375884792973,4.4490532046461,0.4263788938417316,0.3222443157147459,True,"{""iso_v0_kms"": 58.71157729888735, ""iso_r_c_kpc"": 2.7348307207700078}",0.4235334503846053,0.14419977629320752,0.10109930527232333,True,"{""log_amp"": 16777.335294141096, ""log_r0_kpc"": 28.630114263036727}",1.128573939202071,0.17402121383300273,0.15917416050584055,True,False,-0.702538245839025,1.0,True,389389.73798489216,0.3333333333333333,-0.14392096936230203,-0.4762480742004843,-0.5617774014020209,True,
UGCA444,ok,36,2.0,78.0,0.83,37.0,2.62,1.826,24.0,12.0,True,0.5,0.7,True,"{""nfw_amp"": 83250570970.59087, ""nfw_r_s_kpc"": 9999.999999631094}",0.053585715571587374,0.10492217039240283,0.08647251661628542,True,"{""nfw_outer_amp"": 85850454550.43901, ""nfw_outer_r_s_kpc"": 9999.999997546913}",0.02942909260813921,0.060085591496410476,0.10794186667490008,0.09353382290514894,True,"{""iso_v0_kms"": 33.368495610031864, ""iso_r_c_kpc"": 1.2054564186317227}",0.19401999813353193,0.21182456734877378,0.16844911846913238,True,"{""log_amp"": 4162324.5614034478, ""log_r0_kpc"": 9999.999999930216}",0.05357711267608601,0.10491138362018988,0.086462676427572,False,True,-0.04938029577063945,0.75,False,-427539.4083843331,0.4583333333333333,-0.00029642531242757286,-0.00029642530104467824,0.9900554346510985,True,
